n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,category
0.11930344253778458,0.069428950548172,0.1947634369134903,0.11142391711473465,0.33180293440818787,0.2871268391609192,0.046677958220243454,0.013960949145257473,0.1045822873711586,0.05590106546878815,0.5108972191810608,0
0.09673954546451569,0.5169970393180847,0.14845414459705353,0.048913829028606415,0.4335978925228119,0.22227898240089417,0.4016609489917755,0.00464902026578784,0.08688785135746002,0.403492271900177,1.7972345352172852,1
0.2175453007221222,0.26775431632995605,0.22950290143489838,0.03693057596683502,0.5180344581604004,0.26892468333244324,0.10957907885313034,0.08820480108261108,0.1241728886961937,0.023328423500061035,0.9556368589401245,1
0.06900583207607269,0.06124264374375343,0.06791220605373383,0.02545161359012127,0.22571435570716858,0.2729576826095581,0.18955384194850922,0.03850577771663666,0.19415943324565887,0.0531916581094265,0.17999684810638428,0
0.03718234598636627,0.16145166754722595,0.14248059689998627,0.040659189224243164,0.3879547417163849,0.38362663984298706,0.08386821299791336,0.015330251306295395,0.1255180984735489,0.0920126885175705,0.3178456425666809,0
0.04120423272252083,0.17868493497371674,0.19372443854808807,0.0009886780753731728,1.0975662469863892,0.20333331823349,0.42378702759742737,0.10820045322179794,0.05243714526295662,0.12260276824235916,0.9657090902328491,0
0.35363200306892395,0.6389390826225281,0.1995142251253128,0.05913359671831131,0.664631724357605,0.4682168960571289,0.23072552680969238,0.06444180756807327,0.26648423075675964,0.1602509319782257,1.027451515197754,1
0.19042719900608063,0.1411232054233551,0.2923189401626587,0.09212322533130646,0.47611263394355774,0.13920390605926514,0.6820560693740845,0.08868099749088287,0.07243631780147552,0.3335171043872833,1.3373489379882812,1
0.04694361612200737,0.16483758389949799,0.2478843778371811,0.03584368899464607,0.4323846995830536,0.14835694432258606,0.23229381442070007,0.10339273512363434,0.0085517643019557,0.08534324169158936,0.8581371903419495,1
0.2146446704864502,0.27285727858543396,0.11160963773727417,0.0066580940037965775,0.5351811051368713,0.22341272234916687,0.5274066925048828,0.013462609611451626,0.29210713505744934,0.5039739608764648,0.5046358704566956,0
0.40634042024612427,0.33278733491897583,0.14072588086128235,0.013863814063370228,0.7358952164649963,0.11360559612512589,0.5288466215133667,0.010050681419670582,0.21055001020431519,0.4441003203392029,0.6299191117286682,0
0.13913652300834656,0.32209649682044983,0.18491145968437195,0.051514532417058945,0.3667600750923157,0.2607862651348114,0.438082754611969,0.015373552218079567,0.21816131472587585,0.5441713333129883,0.28584545850753784,0
0.07161080837249756,0.27011963725090027,0.05135391652584076,0.009125210344791412,0.6782200336456299,0.181985542178154,0.06974107772111893,0.11747057735919952,0.10084332525730133,0.11170388758182526,1.2067432403564453,1
0.07889951765537262,0.10028861463069916,0.18703576922416687,0.03883503004908562,0.4302246868610382,0.2122119963169098,0.10333430022001266,0.0027212039567530155,0.1061975434422493,0.06481349468231201,0.3626103699207306,0
0.14778801798820496,0.30324089527130127,0.08458010852336884,0.1454523503780365,0.40883708000183105,0.05019759759306908,0.2742743492126465,0.029854655265808105,0.05402347818017006,0.11588650196790695,1.4677098989486694,1
0.17261740565299988,0.3193992078304291,0.15351325273513794,0.0014737218152731657,0.5064772367477417,0.3550351858139038,0.5694166421890259,0.0014484267449006438,0.12477297335863113,0.121571846306324,0.3537254333496094,0
0.17715159058570862,0.28145188093185425,0.16688823699951172,0.06589245796203613,0.559923529624939,0.29025399684906006,0.2604084312915802,0.02571289986371994,0.15884234011173248,0.1945253610610962,0.9599305987358093,1
0.07697821408510208,0.4577260911464691,0.22125175595283508,0.09077069908380508,0.38246479630470276,0.2334255576133728,0.19695639610290527,0.008651740849018097,0.11757884919643402,0.3556458055973053,1.5131336450576782,1
0.11604558676481247,0.16260480880737305,0.14527501165866852,0.10750307887792587,0.7218015193939209,0.23306462168693542,0.19306093454360962,0.13283361494541168,0.08072130382061005,0.03818647563457489,0.9743619561195374,1
0.06372188031673431,0.2663138210773468,0.07025320082902908,0.03557200729846954,0.47855761647224426,0.19779753684997559,0.1671316921710968,0.027758905664086342,0.031065043061971664,0.08827252686023712,0.9762237071990967,1
0.09373322129249573,0.2584381401538849,0.3162376284599304,0.00920206680893898,0.62021404504776,0.009302892722189426,0.377293199300766,0.011257152073085308,0.03835343196988106,0.04257263243198395,0.5679233074188232,0
0.19123408198356628,0.38734176754951477,0.3054691553115845,0.0038528747390955687,0.8057100176811218,0.19789133965969086,0.6846617460250854,0.023317012935876846,0.22227497398853302,0.7057441473007202,0.8864766955375671,0
0.05790212005376816,0.15022815763950348,0.1198272705078125,0.00608567800372839,0.5363585352897644,0.09424813091754913,0.34418338537216187,0.015696091577410698,0.09141282737255096,0.06299571692943573,0.7842848896980286,0
0.34196001291275024,0.1881335973739624,0.18398864567279816,0.07498078048229218,0.49206894636154175,0.35017165541648865,0.16370847821235657,0.0297231487929821,0.21364842355251312,0.23457418382167816,1.3409334421157837,1
0.16197893023490906,0.10484098643064499,0.10513261705636978,0.03190173581242561,0.39960306882858276,0.3316221833229065,0.1999693214893341,0.030090894550085068,0.15424560010433197,0.10926928371191025,0.2855294644832611,0
0.18002010881900787,0.5259609222412109,0.16462907195091248,0.026340071111917496,0.7669552564620972,0.12802653014659882,0.33129432797431946,0.025363437831401825,0.08871239423751831,0.49418899416923523,0.7021762728691101,0
0.2744068503379822,0.4060249626636505,0.2469758540391922,0.09245440363883972,0.5837910771369934,0.04007219150662422,0.2842613756656647,0.058703843504190445,0.18466685712337494,0.05062735825777054,0.8805050849914551,1
0.08461399376392365,0.17425379157066345,0.23693767189979553,0.0012453512754291296,0.7840667366981506,0.14765600860118866,0.2782372832298279,0.012678657658398151,0.022016972303390503,0.09104347229003906,1.0283933877944946,0
0.21344095468521118,0.1908029317855835,0.38077235221862793,0.21821531653404236,0.5386834144592285,0.2833392918109894,0.309556782245636,0.04965977370738983,0.14980024099349976,0.2567210793495178,0.9373087286949158,1
0.18569345772266388,0.14379386603832245,0.13486936688423157,0.12035264074802399,0.6726365685462952,0.4437125623226166,0.10164980590343475,0.09803140163421631,0.2156459391117096,0.18526485562324524,1.1472223997116089,1
0.06356615573167801,0.35040348768234253,0.06875789910554886,0.11990327388048172,0.5979112386703491,0.12164658308029175,0.08408705145120621,0.047069236636161804,0.07431617379188538,0.008136952295899391,0.8049255609512329,1
0.3332270085811615,0.23539017140865326,0.1906299889087677,0.03726048767566681,0.5323870778083801,0.33580246567726135,0.18031221628189087,0.013385424390435219,0.24106159806251526,0.47415807843208313,0.2795852720737457,0
0.13518843054771423,0.27752700448036194,0.40063294768333435,0.17026783525943756,0.4040784239768982,0.5801653265953064,0.11145385354757309,0.0044949292205274105,0.21051138639450073,0.4793841540813446,0.3213023841381073,0
0.14641115069389343,0.39912769198417664,0.37453046441078186,0.019395694136619568,0.5802962183952332,0.03548934683203697,0.31864163279533386,0.0024522184394299984,0.01755758933722973,0.14018404483795166,0.8516238927841187,0
0.06363710016012192,0.40494728088378906,0.27889284491539,0.2247978150844574,0.24585853517055511,0.2482571303844452,0.1222258135676384,0.007761870510876179,0.0926712229847908,0.27725574374198914,1.9050019979476929,1
0.26908260583877563,0.24653564393520355,0.3858158588409424,0.07139358669519424,0.8131272196769714,0.19093675911426544,0.36950069665908813,0.06160146743059158,0.15921643376350403,0.33522194623947144,1.2210065126419067,1
0.07849739491939545,0.19030635058879852,0.12700510025024414,0.02067611739039421,0.5430554747581482,0.3977892994880676,0.2696526050567627,0.08165141940116882,0.009685368277132511,0.011233394034206867,0.8575922250747681,1
0.22588597238063812,0.32366350293159485,0.11889336258172989,0.03153953328728676,0.44484037160873413,0.3477575480937958,0.37767887115478516,0.01034525129944086,0.1375400274991989,0.5159018039703369,0.6264424920082092,0
0.1188143789768219,0.34475797414779663,0.10818453133106232,0.00926531944423914,0.4891913831233978,0.13561344146728516,0.15473031997680664,0.03632337972521782,0.06223943084478378,0.012467914260923862,1.2077555656433105,1
0.052932821214199066,0.4961831569671631,0.02765878103673458,0.04033035784959793,0.6341589689254761,0.33745265007019043,0.03298848867416382,0.02084476687014103,0.03996727615594864,0.026791151612997055,1.2566065788269043,1
0.23050375282764435,0.07594533264636993,0.2960282564163208,0.02399539202451706,0.5256354212760925,0.25361207127571106,0.4844302535057068,0.05756755173206329,0.005049924366176128,0.027085082605481148,1.0415794849395752,1
0.1944567710161209,0.18890035152435303,0.06091693043708801,0.008082276210188866,0.5306939482688904,0.05092693492770195,0.6743877530097961,0.0019832816906273365,0.03984091430902481,0.042770106345415115,0.7706089615821838,0
